key,requirements
multics,No Use in Endorsements
multics,GPL Compatible
mup,License Text in Source
mup,License Text in Documentation
mup,Change Tracking in Documentation
mup,Warranty Disclaimer
mup,GPL Compatible
mx4j,License Text in Source
mx4j,License Text in Documentation
mx4j,Usage Notice in Documentation
mx4j,No Use in Endorsements
mx4j,Name Restriction
mx4j,Warranty Disclaimer
nasa-1.3,License Text in Source
nasa-1.3,License Text in Documentation
nasa-1.3,Usage Notice in Documentation
nasa-1.3,Source Redistribution
nasa-1.3,Change Tracking in Source
nasa-1.3,Special Attribution Obligation
nasa-1.3,Export Controls
nasa-1.3,Patent - Rights Impairment
nasa-1.3,Warranty Disclaimer
nasa-1.3,Indemnify Licensor
nasa-1.3,Patent - Grant
naughter,License Text in Source
naughter,Restricted Redistribution
naumen,License Text in Source
naumen,License Text in Documentation
naumen,Usage Notice in Documentation
naumen,No Use in Endorsements
naumen,Change Tracking in Source
naumen,Warranty Disclaimer
naumen,GPL Compatible
nero-eula,Restricted Redistribution
nero-eula,Restricted Modifications
nero-eula,No License Change
nero-eula,Patent - Warning
nbpl-1.0,License Text in Source
nbpl-1.0,License Text in Documentation
nbpl-1.0,No Use in Endorsements
nbpl-1.0,Source Redistribution
nbpl-1.0,Change Tracking in Source
nbpl-1.0,Patent - Rights Impairment
nbpl-1.0,Warranty Disclaimer
nbpl-1.0,GPL Compatible
net-snmp,License Text in Source
net-snmp,License Text in Documentation
net-snmp,No Use in Endorsements
net-snmp,Warranty Disclaimer
net-snmp,GPL Compatible
netcat,License Text in Source
netcat,Warranty Disclaimer
netcat,GPL Compatible
netcdf,License Text in Source
netcdf,License Text in Documentation
netcdf,No Use in Endorsements
netcdf,Warranty Disclaimer
netcdf,GPL Compatible
netcomponents,License Text in Source
netcomponents,Restricted Redistribution
netcomponents,Restricted Modifications
netcomponents,Export Controls
netcomponents,Warranty Disclaimer
ngpl,License Text in Source
ngpl,License Text in Documentation
ngpl,Source Redistribution
ngpl,Change Tracking in Source
ngpl,No License Change
ngpl,Patent - Rights Impairment
ngpl,Warranty Disclaimer
nosl-1.0,License Text in Source
nosl-1.0,License Text in Documentation
nosl-1.0,Usage Notice in Documentation
nosl-1.0,Source Redistribution
nosl-1.0,Change Tracking in Source
nosl-1.0,Patent - Rights Impairment
nosl-1.0,Patent - License Termination
nosl-1.0,Warranty Disclaimer
nosl-1.0,Indemnify Licensor
nosl-1.0,Exceptions
netron,License Text in Source
netron,License Text in Documentation
netron,Change Tracking in Source
netron,Warranty Disclaimer
netron,GPL Compatible
npl-1.0,License Text in Source
npl-1.0,License Text in Documentation
npl-1.0,Source Redistribution
npl-1.0,Change Tracking in Source
npl-1.0,Patent - Rights Impairment
npl-1.0,Warranty Disclaimer
npl-1.0,Indemnify Licensor
npl-1.1,License Text in Source
npl-1.1,License Text in Documentation
npl-1.1,Source Redistribution
npl-1.1,Change Tracking in Source
npl-1.1,Patent - Rights Impairment
npl-1.1,Warranty Disclaimer
npl-1.1,Indemnify Licensor
npl-1.1,Exceptions
network-time-protocol,License Text in Source
network-time-protocol,License Text in Documentation
network-time-protocol,No Use in Endorsements
network-time-protocol,Warranty Disclaimer
network-time-protocol,GPL Compatible
new-relic,License Text in Source
new-relic,Restricted Redistribution
new-relic,Restricted Modifications
new-relic,No License Change
new-relic,Warranty Disclaimer
new-relic,Patent - Warning
newran,License Text in Source
newran,License Text in Documentation
newran,Warranty Disclaimer
newran,GPL Compatible
newsletr,License Text in Source
newsletr,Change Tracking in Source
newsletr,Warranty Disclaimer
newsletr,GPL Compatible
nicta-psl,License Text in Source
nicta-psl,License Text in Documentation
nicta-psl,No Use in Endorsements
nicta-psl,Warranty Disclaimer
nicta-psl,GPL Compatible
niels-ferguson,License Text in Source
niels-ferguson,Special Attribution Obligation
niels-ferguson,Warranty Disclaimer
niels-ferguson,GPL Compatible
nist-pd,Warranty Disclaimer
nist-pd,GPL Compatible
nlpl,GPL Compatible
node-js,License Text in Source
node-js,License Text in Documentation
node-js,Usage Notice in Documentation
node-js,No Use in Endorsements
node-js,Name Restriction
node-js,Warranty Disclaimer
node-js,GPL Compatible
nokos-1.0a,License Text in Source
nokos-1.0a,License Text in Documentation
nokos-1.0a,Usage Notice in Documentation
nokos-1.0a,Source Redistribution
nokos-1.0a,Change Tracking in Source
nokos-1.0a,Patent - Rights Impairment
nokos-1.0a,Patent - License Termination
nokos-1.0a,Warranty Disclaimer
nokos-1.0a,Indemnify Licensor
lgpl-2.1-nokia-qt,License Text in Source
lgpl-2.1-nokia-qt,License Text in Documentation
lgpl-2.1-nokia-qt,Usage Notice in Documentation
lgpl-2.1-nokia-qt,Source Redistribution
lgpl-2.1-nokia-qt,Change Tracking in Source
lgpl-2.1-nokia-qt,Patent - Rights Impairment
lgpl-2.1-nokia-qt,Warranty Disclaimer
lgpl-2.1-nokia-qt,GPL Compatible
lgpl-2.1-nokia-qt,Exceptions
nosl-3.0,License Text in Source
nosl-3.0,License Text in Documentation
nosl-3.0,Source Redistribution
nosl-3.0,Change Tracking in Source
nosl-3.0,No License Change
nosl-3.0,Patent - Rights Impairment
nosl-3.0,Patent - License Termination
nosl-3.0,Warranty Disclaimer
nonexclusive,License Text in Source
nonexclusive,Patent - Grant
nonexclusive,GPL Compatible
nortel-dasa,License Text in Source
nortel-dasa,Warranty Disclaimer
nortel-dasa,GPL Compatible
3pp-proprietary-10,License Text in Source
3pp-proprietary-10,Platform Deployment Restriction
3pp-proprietary-10,Restricted Redistribution
3pp-proprietary-10,No License Change
3pp-proprietary-10,Warranty Disclaimer
noweb,License Text in Source
noweb,License Text in Documentation
noweb,Usage Notice in Documentation
noweb,Source Redistribution
noweb,Change Tracking in Source
noweb,Name Restriction
noweb,Patent - Rights Impairment
noweb,GPL Compatible
nrl,License Text in Source
nrl,License Text in Documentation
nrl,Usage Notice in Documentation
nrl,No Use in Endorsements
nrl,Name Restriction
nrl,Warranty Disclaimer
ntlm,License Text in Source
ntlm,License Text in Documentation
ntlm,Special Attribution Obligation
ntlm,Warranty Disclaimer
ntpl,License Text in Source
ntpl,License Text in Documentation
ntpl,No Use in Endorsements
ntpl,Warranty Disclaimer
ntpl,GPL Compatible
nunit-v2,License Text in Source
nunit-v2,Usage Notice in Documentation
nunit-v2,Change Tracking in Source
nunit-v2,Warranty Disclaimer
nunit-v2,GPL Compatible
nvidia,License Text in Source
nvidia,License Text in Documentation
nvidia,Warranty Disclaimer
nvidia,Patent - Grant
nvidia,GPL Compatible
nvidia-gov,License Text in Source
nvidia-gov,License Text in Documentation
nvidia-gov,Warranty Disclaimer
nvidia-gov,GPL Compatible
o-young-jong,License Text in Source
o-young-jong,License Text in Documentation
o-young-jong,Warranty Disclaimer
o-young-jong,GPL Compatible
oreilly-notice,License Text in Source
oreilly-notice,Special Attribution Obligation
oreilly-notice,GPL Compatible
oasis-ws-security-spec,License Text in Source
oasis-ws-security-spec,License Text in Documentation
oasis-ws-security-spec,Warranty Disclaimer
oasis-ws-security-spec,Patent - Warning
oclc-1.0,License Text in Source
oclc-1.0,License Text in Documentation
oclc-1.0,Usage Notice in Documentation
oclc-1.0,Source Redistribution
oclc-1.0,Change Tracking in Source
oclc-1.0,Export Controls
oclc-1.0,Patent - Rights Impairment
oclc-1.0,Patent - License Termination
oclc-1.0,Warranty Disclaimer
oclc-1.0,Patent - Warning
oclc-2.0,License Text in Source
oclc-2.0,License Text in Documentation
oclc-2.0,Usage Notice in Documentation
oclc-2.0,Source Redistribution
oclc-2.0,Change Tracking in Source
oclc-2.0,No License Change
oclc-2.0,Export Controls
oclc-2.0,Patent - Rights Impairment
oclc-2.0,Patent - License Termination
oclc-2.0,Warranty Disclaimer
oclc-2.0,Patent - Warning
odbl-1.0,License Text in Source
odbl-1.0,License Text in Documentation
odbl-1.0,Source Redistribution
odbl-1.0,Change Tracking in Source
odbl-1.0,No License Change
odbl-1.0,Patent - Rights Impairment
odbl-1.0,Warranty Disclaimer
odbl-1.0,Patent - Warning
open-diameter,License Text in Source
open-diameter,License Text in Documentation
open-diameter,Usage Notice in Documentation
open-diameter,Source Redistribution
open-diameter,Change Tracking in Source
open-diameter,Patent - Rights Impairment
open-diameter,Warranty Disclaimer
open-diameter,GPL Compatible
odl,License Text in Source
odl,License Text in Documentation
odl,No Use in Endorsements
odl,Change Tracking in Source
odl,Warranty Disclaimer
odl,GPL Compatible
ofl-1.0,License Text in Source
ofl-1.0,License Text in Documentation
ofl-1.0,No Use in Endorsements
ofl-1.0,Name Restriction
ofl-1.0,No License Change
ofl-1.0,Warranty Disclaimer
ofl-1.1,License Text in Source
ofl-1.1,License Text in Documentation
ofl-1.1,No Use in Endorsements
ofl-1.1,Name Restriction
ofl-1.1,No License Change
ofl-1.1,Warranty Disclaimer
open-group,License Text in Source
open-group,License Text in Documentation
open-group,Usage Notice in Documentation
open-group,Source Redistribution
open-group,Change Tracking in Source
open-group,Platform Deployment Restriction
open-group,No License Change
open-group,Patent - Rights Impairment
open-group,Patent - License Termination
open-group,Warranty Disclaimer
open-group,Patent - Warning
opengroup,License Text in Source
opengroup,License Text in Documentation
opengroup,Usage Notice in Documentation
opengroup,Source Redistribution
opengroup,Change Tracking in Source
opengroup,Name Restriction
opengroup,Patent - Rights Impairment
opengroup,Warranty Disclaimer
open-public,License Text in Source
open-public,License Text in Documentation
open-public,Source Redistribution
open-public,Change Tracking in Source
open-public,Special Attribution Obligation
open-public,No License Change
open-public,Patent - Rights Impairment
open-public,Warranty Disclaimer
open-public,Indemnify Licensor
open-public,Patent - Grant
openpub,License Text in Source
openpub,License Text in Documentation
openpub,No Use in Endorsements
openpub,Change Tracking in Source
openpub,Warranty Disclaimer
openpub,GPL Compatible
osl-1.0,License Text in Source
osl-1.0,License Text in Documentation
osl-1.0,Source Redistribution
osl-1.0,Change Tracking in Source
osl-1.0,No License Change
osl-1.0,Patent - Rights Impairment
osl-1.0,Patent - License Termination
osl-1.0,Warranty Disclaimer
osl-1.0,Network Redistribution
osl-1.1,License Text in Source
osl-1.1,License Text in Documentation
osl-1.1,Source Redistribution
osl-1.1,Change Tracking in Source
osl-1.1,Patent - Rights Impairment
osl-1.1,Warranty Disclaimer
osl-1.1,Network Redistribution
osl-2.0,License Text in Source
osl-2.0,License Text in Documentation
osl-2.0,No Use in Endorsements
osl-2.0,Source Redistribution
osl-2.0,Change Tracking in Source
osl-2.0,No License Change
osl-2.0,Patent - Rights Impairment
osl-2.0,Patent - License Termination
osl-2.0,Warranty Disclaimer
osl-2.0,Network Redistribution
osl-2.0,Patent - Grant
osl-2.1,License Text in Source
osl-2.1,License Text in Documentation
osl-2.1,No Use in Endorsements
osl-2.1,Source Redistribution
osl-2.1,Change Tracking in Source
osl-2.1,No License Change
osl-2.1,Patent - Rights Impairment
osl-2.1,Patent - License Termination
osl-2.1,Warranty Disclaimer
osl-2.1,Network Redistribution
osl-2.1,Patent - Grant
osl-3.0,License Text in Source
osl-3.0,License Text in Documentation
osl-3.0,No Use in Endorsements
osl-3.0,Source Redistribution
osl-3.0,Change Tracking in Source
osl-3.0,No License Change
osl-3.0,Patent - Rights Impairment
osl-3.0,Patent - License Termination
osl-3.0,Warranty Disclaimer
osl-3.0,Network Redistribution
osl-3.0,Patent - Grant
owfa-1.0,License Text in Source
owfa-1.0,License Text in Documentation
owfa-1.0,Specification Constraints
owfa-1.0,Patent - License Termination
owfa-1.0,Warranty Disclaimer
owfa-1.0,Patent - Grant
opl-1.0,License Text in Source
opl-1.0,License Text in Documentation
opl-1.0,Source Redistribution
opl-1.0,Change Tracking in Source
opl-1.0,Patent - Rights Impairment
opl-1.0,Warranty Disclaimer
glut,License Text in Source
glut,Warranty Disclaimer
glut,GPL Compatible
openldap-1.1,License Text in Source
openldap-1.1,License Text in Documentation
openldap-1.1,Usage Notice in Documentation
openldap-1.1,Source Redistribution
openldap-1.1,Change Tracking in Source
openldap-1.1,Restricted Modifications
openldap-1.1,Patent - Rights Impairment
openldap-1.1,Warranty Disclaimer
openldap-1.1,Exceptions
openldap-1.2,License Text in Source
openldap-1.2,License Text in Documentation
openldap-1.2,Usage Notice in Documentation
openldap-1.2,Source Redistribution
openldap-1.2,Change Tracking in Source
openldap-1.2,Restricted Modifications
openldap-1.2,Patent - Rights Impairment
openldap-1.2,Warranty Disclaimer
openldap-1.2,Exceptions
openldap-1.3,License Text in Source
openldap-1.3,License Text in Documentation
openldap-1.3,Usage Notice in Documentation
openldap-1.3,Source Redistribution
openldap-1.3,Change Tracking in Source
openldap-1.3,Restricted Modifications
openldap-1.3,Patent - Rights Impairment
openldap-1.3,Warranty Disclaimer
openldap-1.3,Exceptions
openldap-1.4,License Text in Source
openldap-1.4,License Text in Documentation
openldap-1.4,Usage Notice in Documentation
openldap-1.4,Source Redistribution
openldap-1.4,Change Tracking in Source
openldap-1.4,Restricted Modifications
openldap-1.4,Patent - Rights Impairment
openldap-1.4,Warranty Disclaimer
openldap-1.4,Exceptions
openldap-2.0,License Text in Source
openldap-2.0,License Text in Documentation
openldap-2.0,Usage Notice in Documentation
openldap-2.0,No Use in Endorsements
openldap-2.0,Name Restriction
openldap-2.0,Warranty Disclaimer
openldap-2.0.1,License Text in Source
openldap-2.0.1,License Text in Documentation
openldap-2.0.1,Usage Notice in Documentation
openldap-2.0.1,No Use in Endorsements
openldap-2.0.1,Name Restriction
openldap-2.0.1,Warranty Disclaimer
openldap-2.1,License Text in Source
openldap-2.1,License Text in Documentation
openldap-2.1,Usage Notice in Documentation
openldap-2.1,No Use in Endorsements
openldap-2.1,Name Restriction
openldap-2.1,Warranty Disclaimer
openldap-2.2,License Text in Source
openldap-2.2,License Text in Documentation
openldap-2.2,Usage Notice in Documentation
openldap-2.2,No Use in Endorsements
openldap-2.2,Name Restriction
openldap-2.2,Warranty Disclaimer
openldap-2.2.1,License Text in Source
openldap-2.2.1,License Text in Documentation
openldap-2.2.1,Usage Notice in Documentation
openldap-2.2.1,No Use in Endorsements
openldap-2.2.1,Name Restriction
openldap-2.2.1,Warranty Disclaimer
openldap-2.2.2,License Text in Source
openldap-2.2.2,License Text in Documentation
